
Total Student params = 551282

Epoch #84: Loss =       0.0004 		PSNR = 36.69	(Time: 62.192666)
Epoch #85: Loss =       0.0004 		PSNR = 36.71	(Time: 61.342824)
Epoch #86: Loss =       0.0004 		PSNR = 36.65	(Time: 61.197245)
Epoch #87: Loss =       0.0004 		PSNR = 36.67	(Time: 61.348820)
Epoch #88: Loss =       0.0004 		PSNR = 36.69	(Time: 61.146104)
Epoch #89: Loss =       0.0004 		PSNR = 36.68	(Time: 61.391193)
Epoch #90: Loss =       0.0004 		PSNR = 36.70	(Time: 61.287259)
Epoch #91: Loss =       0.0004 		PSNR = 36.81	(Time: 61.053623)
Epoch #92: Loss =       0.0004 		PSNR = 36.86	(Time: 61.338101)
Epoch #93: Loss =       0.0004 		PSNR = 36.87	(Time: 61.309039)
Epoch #94: Loss =       0.0004 		PSNR = 36.85	(Time: 58.434432)
Epoch #95: Loss =       0.0004 		PSNR = 36.86	(Time: 61.262775)
Epoch #96: Loss =       0.0004 		PSNR = 36.84	(Time: 61.335641)
Epoch #97: Loss =       0.0004 		PSNR = 36.86	(Time: 61.340929)
Epoch #98: Loss =       0.0004 		PSNR = 36.86	(Time: 61.348756)
Epoch #99: Loss =       0.0004 		PSNR = 36.87	(Time: 58.390576)
Epoch #100: Loss =       0.0004 		PSNR = 36.89	(Time: 61.321865)
Epoch #101: Loss =       0.0004 		PSNR = 36.87	(Time: 61.059862)
Epoch #102: Loss =       0.0004 		PSNR = 36.87	(Time: 58.465071)
Epoch #103: Loss =       0.0004 		PSNR = 36.89	(Time: 61.283369)
Epoch #104: Loss =       0.0004 		PSNR = 36.90	(Time: 61.343612)
Epoch #105: Loss =       0.0004 		PSNR = 36.89	(Time: 61.318135)
Epoch #106: Loss =       0.0004 		PSNR = 36.84	(Time: 61.205693)
Epoch #107: Loss =       0.0004 		PSNR = 36.83	(Time: 58.546795)
Epoch #108: Loss =       0.0004 		PSNR = 36.85	(Time: 61.280781)
Epoch #109: Loss =       0.0004 		PSNR = 36.86	(Time: 61.309449)
Epoch #110: Loss =       0.0004 		PSNR = 36.85	(Time: 61.363837)
Epoch #111: Loss =       0.0004 		PSNR = 37.02	(Time: 58.180618)
Epoch #112: Loss =       0.0004 		PSNR = 37.04	(Time: 61.285740)
Epoch #113: Loss =       0.0004 		PSNR = 37.03	(Time: 61.258636)
Epoch #114: Loss =       0.0004 		PSNR = 37.05	(Time: 61.243611)
Epoch #115: Loss =       0.0004 		PSNR = 37.06	(Time: 61.289013)
Epoch #116: Loss =       0.0004 		PSNR = 36.93	(Time: 61.181493)
Epoch #117: Loss =       0.0004 		PSNR = 36.94	(Time: 61.321964)
Epoch #118: Loss =       0.0004 		PSNR = 36.94	(Time: 61.183438)
Epoch #119: Loss =       0.0004 		PSNR = 36.94	(Time: 61.369182)
Epoch #120: Loss =       0.0004 		PSNR = 36.95	(Time: 61.290125)
Epoch #121: Loss =       0.0004 		PSNR = 36.86	(Time: 60.994381)
Epoch #122: Loss =       0.0004 		PSNR = 36.87	(Time: 61.546059)
Epoch #123: Loss =       0.0004 		PSNR = 36.89	(Time: 61.256737)
Epoch #124: Loss =       0.0004 		PSNR = 36.90	(Time: 61.396039)
Epoch #125: Loss =       0.0004 		PSNR = 36.89	(Time: 61.134686)
Epoch #126: Loss =       0.0004 		PSNR = 36.98	(Time: 61.190320)
Epoch #127: Loss =       0.0004 		PSNR = 37.00	(Time: 61.188191)
Epoch #128: Loss =       0.0004 		PSNR = 37.00	(Time: 61.277557)
Epoch #129: Loss =       0.0004 		PSNR = 36.99	(Time: 61.250133)
Epoch #130: Loss =       0.0004 		PSNR = 37.01	(Time: 61.305257)
Epoch #131: Loss =       0.0004 		PSNR = 37.10	(Time: 60.935094)
Epoch #132: Loss =       0.0004 		PSNR = 37.12	(Time: 61.135327)
Epoch #133: Loss =       0.0004 		PSNR = 37.13	(Time: 61.321960)
Epoch #134: Loss =       0.0004 		PSNR = 37.11	(Time: 61.339247)
Epoch #135: Loss =       0.0004 		PSNR = 37.13	(Time: 61.111006)
Epoch #136: Loss =       0.0004 		PSNR = 37.19	(Time: 61.081943)
Epoch #137: Loss =       0.0004 		PSNR = 37.20	(Time: 61.539879)
Epoch #138: Loss =       0.0004 		PSNR = 37.20	(Time: 61.226627)
Epoch #139: Loss =       0.0004 		PSNR = 37.20	(Time: 61.439906)
Epoch #140: Loss =       0.0004 		PSNR = 37.21	(Time: 61.216582)
Epoch #141: Loss =       0.0004 		PSNR = 36.98	(Time: 61.075132)
Epoch #142: Loss =       0.0004 		PSNR = 37.00	(Time: 61.309588)
Epoch #143: Loss =       0.0004 		PSNR = 36.99	(Time: 61.189050)
Epoch #144: Loss =       0.0004 		PSNR = 37.00	(Time: 61.287328)
Epoch #145: Loss =       0.0004 		PSNR = 36.98	(Time: 61.346250)
Epoch #146: Loss =       0.0004 		PSNR = 36.96	(Time: 61.064797)
Epoch #147: Loss =       0.0004 		PSNR = 37.02	(Time: 61.253664)
Epoch #148: Loss =       0.0004 		PSNR = 37.02	(Time: 61.327301)
