
Total Student params = 223475
Configuration:
nbits=20, nbits_data=10, batch_sz=8, read_noise=0, num_epochs=600
Teacher Model: HDR_model (dim=32, num_blocks=[4, 4, 4, 4])
Student Model: Hybrid_Student_HDR (dim=8, num_blocks=[2, 2, 2, 1], num_refinement=2, heads=[1, 2, 4, 8])
Loss Weights: alpha=1, gamma=0.001



Epoch #326: Loss =       0.0681 		PSNR = 33.53	(Time: 36.046849)
Epoch #327: Loss =       0.0681 		PSNR = 33.53	(Time: 36.103654)
Epoch #328: Loss =       0.0681 		PSNR = 33.53	(Time: 35.249051)
Epoch #329: Loss =       0.0681 		PSNR = 33.53	(Time: 36.143988)
Epoch #330: Loss =       0.0681 		PSNR = 33.53	(Time: 36.151404)
Epoch #331: Loss =       0.0677 		PSNR = 33.68	(Time: 35.222516)
Epoch #332: Loss =       0.0677 		PSNR = 33.68	(Time: 36.070127)
Epoch #333: Loss =       0.0677 		PSNR = 33.68	(Time: 36.204449)
Epoch #334: Loss =       0.0677 		PSNR = 33.68	(Time: 36.133127)
Epoch #335: Loss =       0.0677 		PSNR = 33.68	(Time: 36.189830)
Epoch #336: Loss =       0.0679 		PSNR = 33.64	(Time: 36.057223)
Epoch #337: Loss =       0.0679 		PSNR = 33.64	(Time: 36.131074)
Epoch #338: Loss =       0.0679 		PSNR = 33.64	(Time: 36.166814)
Epoch #339: Loss =       0.0678 		PSNR = 33.64	(Time: 36.168277)
Epoch #340: Loss =       0.0678 		PSNR = 33.64	(Time: 35.303226)
