
Total Student params = 223475

Epoch #461: Loss =       0.0037 		PSNR = 36.86	(Time: 40.393733)
Epoch #462: Loss =       0.0036 		PSNR = 36.98	(Time: 37.842782)
Epoch #463: Loss =       0.0035 		PSNR = 36.99	(Time: 35.473115)
Epoch #464: Loss =       0.0035 		PSNR = 36.97	(Time: 38.013304)
Epoch #465: Loss =       0.0035 		PSNR = 36.97	(Time: 37.207802)
Epoch #466: Loss =       0.0036 		PSNR = 37.02	(Time: 36.953394)
Epoch #467: Loss =       0.0035 		PSNR = 37.04	(Time: 37.063909)
Epoch #468: Loss =       0.0035 		PSNR = 37.01	(Time: 34.263699)
Epoch #469: Loss =       0.0035 		PSNR = 37.01	(Time: 37.010156)
Epoch #470: Loss =       0.0035 		PSNR = 37.02	(Time: 37.014738)
Epoch #471: Loss =       0.0036 		PSNR = 37.11	(Time: 36.915235)
Epoch #472: Loss =       0.0036 		PSNR = 37.12	(Time: 34.185023)
Epoch #473: Loss =       0.0036 		PSNR = 37.13	(Time: 36.927753)
Epoch #474: Loss =       0.0035 		PSNR = 37.13	(Time: 36.785484)
Epoch #475: Loss =       0.0035 		PSNR = 37.13	(Time: 37.084745)
Epoch #476: Loss =       0.0036 		PSNR = 37.03	(Time: 37.330563)
Epoch #477: Loss =       0.0035 		PSNR = 37.01	(Time: 37.050178)
Epoch #478: Loss =       0.0035 		PSNR = 37.04	(Time: 34.061414)
Epoch #479: Loss =       0.0035 		PSNR = 37.01	(Time: 37.157750)
Epoch #480: Loss =       0.0035 		PSNR = 37.05	(Time: 36.968022)
Epoch #481: Loss =       0.0036 		PSNR = 36.94	(Time: 37.097352)
Epoch #482: Loss =       0.0035 		PSNR = 36.95	(Time: 34.203492)
Epoch #483: Loss =       0.0035 		PSNR = 36.94	(Time: 36.976485)
Epoch #484: Loss =       0.0035 		PSNR = 36.87	(Time: 37.016527)
Epoch #485: Loss =       0.0035 		PSNR = 36.94	(Time: 37.053955)
Epoch #486: Loss =       0.0035 		PSNR = 36.98	(Time: 36.895772)
Epoch #487: Loss =       0.0035 		PSNR = 36.99	(Time: 37.114849)
Epoch #488: Loss =       0.0035 		PSNR = 36.99	(Time: 34.492017)
Epoch #489: Loss =       0.0035 		PSNR = 37.01	(Time: 36.880678)
Epoch #490: Loss =       0.0035 		PSNR = 37.00	(Time: 36.975010)
Epoch #491: Loss =       0.0036 		PSNR = 37.04	(Time: 36.821954)
Epoch #492: Loss =       0.0036 		PSNR = 37.01	(Time: 37.027928)
Epoch #493: Loss =       0.0035 		PSNR = 37.05	(Time: 34.393264)
